2009-08-06T03:36:08	35.9
2009-08-06T03:36:12	36
2009-08-06T03:36:21	35.9
2009-08-06T03:36:22	36
2009-08-06T03:36:25	35.9
2009-08-06T03:36:26	36
2009-08-06T03:36:27	35.9
2009-08-06T03:36:36	36
2009-08-06T03:36:39	35.9
2009-08-06T03:36:41	36
2009-08-06T03:36:43	35.9
2009-08-06T03:41:43	36
2009-08-06T03:41:45	35.9
2009-08-06T03:41:51	36
2009-08-06T03:42:00	35.9
2009-08-06T03:42:02	36
2009-08-06T03:42:03	35.9
2009-08-06T03:42:04	36
2009-08-06T03:42:06	35.9
2009-08-06T03:42:09	36
2009-08-06T03:42:10	35.9
2009-08-06T03:42:13	36
2009-08-06T03:42:21	35.9
2009-08-06T03:42:22	36
2009-08-06T03:45:33	35.9
2009-08-06T03:45:35	36
2009-08-06T03:45:47	35.9
2009-08-06T03:45:50	36
2009-08-06T03:45:53	35.9
2009-08-06T03:45:57	36
2009-08-06T03:46:07	35.9
2009-08-06T03:46:08	36
2009-08-06T03:46:30	35.9
2009-08-06T03:46:31	36
2009-08-06T03:49:29	35.9
2009-08-06T03:49:30	36
2009-08-06T03:50:35	35.9
2009-08-06T03:50:37	36
2009-08-06T03:51:33	35.9
2009-08-06T03:51:35	36
2009-08-06T03:51:41	35.9
2009-08-06T03:51:42	36
2009-08-06T03:51:53	35.9
2009-08-06T03:51:54	36
2009-08-06T03:51:57	35.9
2009-08-06T03:51:58	36
2009-08-06T03:52:00	35.9
2009-08-06T03:52:04	36
2009-08-06T03:52:07	35.9
2009-08-06T03:52:08	36
2009-08-06T03:52:16	35.9
2009-08-06T03:52:17	36
2009-08-06T03:52:34	35.9
2009-08-06T03:52:36	36
2009-08-06T03:52:39	35.9
2009-08-06T03:52:40	36
2009-08-06T03:52:42	35.9
2009-08-06T03:52:43	36
2009-08-06T03:52:51	35.9
2009-08-06T03:52:52	36
2009-08-06T03:53:17	35.9
2009-08-06T03:53:18	36
2009-08-06T03:59:31	35.9
2009-08-06T03:59:32	36
2009-08-06T03:59:58	35.9
2009-08-06T04:00:03	36
2009-08-06T04:00:09	35.9
2009-08-06T04:00:11	36
2009-08-06T04:00:15	35.9
2009-08-06T04:00:18	36
2009-08-06T04:00:23	35.9
2009-08-06T04:00:25	36
2009-08-06T04:00:26	35.9
2009-08-06T04:00:29	36
2009-08-06T04:00:30	35.9
2009-08-06T04:00:32	36
2009-08-06T04:00:33	35.9
2009-08-06T04:00:35	36
2009-08-06T04:00:39	35.9
2009-08-06T04:00:40	36
2009-08-06T04:00:44	35.9
2009-08-06T04:00:47	36
2009-08-06T04:00:50	35.9
2009-08-06T04:00:51	36
2009-08-06T04:00:53	35.9
2009-08-06T04:00:54	36
2009-08-06T04:00:55	35.9
2009-08-06T04:00:57	36
2009-08-06T04:01:02	35.9
2009-08-06T04:01:05	36
2009-08-06T04:01:06	35.9
2009-08-06T04:01:08	36
2009-08-06T04:01:39	35.9
2009-08-06T04:01:40	36
2009-08-06T04:02:49	35.9
2009-08-06T04:02:51	36
2009-08-06T04:03:11	35.9
2009-08-06T04:03:13	36
2009-08-06T04:03:18	35.9
2009-08-06T04:03:21	36
2009-08-06T04:03:22	35.9
2009-08-06T04:03:24	36
2009-08-06T04:03:33	35.9
2009-08-06T04:03:34	36
2009-08-06T04:03:41	35.9
2009-08-06T04:03:42	36
2009-08-06T04:03:45	35.9
2009-08-06T04:03:46	36
2009-08-06T04:03:56	35.9
2009-08-06T04:03:57	36
2009-08-06T04:04:00	35.9
2009-08-06T04:04:01	36
2009-08-06T04:04:06	35.9
2009-08-06T04:04:08	36
2009-08-06T04:04:10	35.9
2009-08-06T04:04:14	36
2009-08-06T04:04:25	35.9
2009-08-06T04:04:27	36
2009-08-06T04:04:30	35.9
2009-08-06T04:04:31	36
2009-08-06T04:04:35	35.9
2009-08-06T04:04:38	36
2009-08-06T04:04:43	35.9
2009-08-06T04:04:45	36
2009-08-06T04:04:46	35.9
2009-08-06T04:04:47	36
2009-08-06T04:04:50	35.9
2009-08-06T04:04:54	36
2009-08-06T04:05:12	35.9
2009-08-06T04:05:13	36
2009-08-06T04:05:50	35.9
2009-08-06T04:05:51	36
2009-08-06T04:06:01	35.9
2009-08-06T04:06:02	36
2009-08-06T04:06:09	35.9
2009-08-06T04:06:12	36
2009-08-06T04:06:15	35.9
2009-08-06T04:06:17	36
2009-08-06T04:06:20	35.9
2009-08-06T04:06:21	36
2009-08-06T04:06:24	35.9
2009-08-06T04:06:25	36
2009-08-06T04:06:30	35.9
2009-08-06T04:06:32	36
2009-08-06T04:06:47	35.9
2009-08-06T04:06:49	36
2009-08-06T04:15:27	35.9
2009-08-06T04:15:30	36
2009-08-06T04:15:33	35.9
2009-08-06T04:15:34	36
2009-08-06T04:15:37	35.9
2009-08-06T04:15:38	36
2009-08-06T04:15:57	35.9
2009-08-06T04:16:00	36
2009-08-06T04:18:58	35.9
2009-08-06T04:18:59	36
2009-08-06T04:19:02	35.9
2009-08-06T04:19:06	36
2009-08-06T04:19:07	35.9
2009-08-06T04:19:11	36
2009-08-06T04:19:16	35.9
2009-08-06T04:19:18	36
2009-08-06T04:19:19	35.9
2009-08-06T04:19:22	36
2009-08-06T04:19:23	35.9
2009-08-06T04:19:24	36
2009-08-06T04:19:26	35.9
2009-08-06T04:19:27	36
2009-08-06T04:19:28	35.9
2009-08-06T04:19:30	36
2009-08-06T04:19:31	35.9
2009-08-06T04:19:33	36
2009-08-06T04:19:34	35.9
2009-08-06T04:19:36	36
2009-08-06T04:19:41	35.9
2009-08-06T04:19:42	36
2009-08-06T04:19:54	35.9
2009-08-06T04:20:00	36
2009-08-06T04:20:04	35.9
2009-08-06T04:20:07	36
2009-08-06T04:20:16	35.9
2009-08-06T04:20:17	36
2009-08-06T04:20:19	35.9
2009-08-06T04:20:21	36
2009-08-06T04:20:28	35.9
2009-08-06T04:20:31	36
2009-08-06T04:20:56	35.9
2009-08-06T04:20:57	36
2009-08-06T04:21:36	35.9
2009-08-06T04:21:38	36
2009-08-06T04:22:19	35.9
2009-08-06T04:22:21	36
2009-08-06T04:22:36	35.9
2009-08-06T04:22:37	36
2009-08-06T04:22:46	35.9
2009-08-06T04:22:47	36
2009-08-06T04:22:52	35.9
2009-08-06T04:22:54	36
2009-08-06T04:22:55	35.9
2009-08-06T04:22:57	36
2009-08-06T04:22:58	35.9
2009-08-06T04:22:59	36
2009-08-06T04:23:02	35.9
2009-08-06T04:23:04	36
2009-08-06T04:23:05	35.9
2009-08-06T04:23:09	36
2009-08-06T04:23:14	35.9
2009-08-06T04:23:15	36
2009-08-06T04:23:17	35.9
2009-08-06T04:23:21	36
2009-08-06T04:23:23	35.9
2009-08-06T04:23:26	36
2009-08-06T04:23:30	35.9
2009-08-06T04:23:31	36
2009-08-06T04:23:34	35.9
2009-08-06T04:23:35	36
2009-08-06T04:23:39	35.9
2009-08-06T04:23:41	36
2009-08-06T04:23:44	35.9
2009-08-06T04:23:45	36
2009-08-06T04:23:52	35.9
2009-08-06T04:23:53	36
2009-08-06T04:23:57	35.9
2009-08-06T04:24:03	36
2009-08-06T04:24:10	35.9
2009-08-06T04:24:11	36
2009-08-06T04:24:16	35.9
2009-08-06T04:24:17	36
2009-08-06T04:24:31	35.9
2009-08-06T04:24:34	36
2009-08-06T04:24:35	35.9
2009-08-06T04:24:36	36
2009-08-06T04:24:38	35.9
2009-08-06T04:24:42	36
2009-08-06T04:24:46	35.9
2009-08-06T04:24:49	36
2009-08-06T04:24:50	35.9
2009-08-06T04:24:51	36
2009-08-06T04:24:55	35.9
2009-08-06T04:24:58	36
2009-08-06T04:24:59	35.9
2009-08-06T04:25:05	36
2009-08-06T04:25:06	35.9
2009-08-06T04:25:08	36
2009-08-06T04:25:09	35.9
2009-08-06T04:25:15	36
2009-08-06T04:25:17	35.9
2009-08-06T04:25:19	36
2009-08-06T04:25:22	35.9
2009-08-06T04:25:25	36
2009-08-06T04:25:30	35.9
2009-08-06T04:25:34	36
2009-08-06T04:25:37	35.9
2009-08-06T04:26:41	36
2009-08-06T04:26:42	35.9
2009-08-06T04:27:13	36
2009-08-06T04:27:14	35.9
2009-08-06T04:27:17	36
2009-08-06T04:27:18	35.9
2009-08-06T04:27:32	36
2009-08-06T04:27:34	35.9
2009-08-06T04:28:39	36
2009-08-06T04:28:42	35.9
2009-08-06T04:28:49	36
2009-08-06T04:28:50	35.9
2009-08-06T04:28:54	36
2009-08-06T04:28:58	35.9
2009-08-06T04:29:01	36
2009-08-06T04:29:03	35.9
2009-08-06T04:29:04	36
2009-08-06T04:29:11	35.9
2009-08-06T04:29:13	36
2009-08-06T04:29:15	35.9
2009-08-06T04:29:16	36
2009-08-06T04:29:19	35.9
2009-08-06T04:29:20	36
2009-08-06T04:29:22	35.9
2009-08-06T04:29:23	36
2009-08-06T04:29:29	35.9
2009-08-06T04:29:30	36
2009-08-06T04:29:34	35.9
2009-08-06T04:29:37	36
2009-08-06T04:29:41	35.9
2009-08-06T04:29:43	36
2009-08-06T04:29:45	35.9
2009-08-06T04:29:47	36
2009-08-06T04:29:48	35.9
2009-08-06T04:29:51	36
2009-08-06T04:29:52	35.9
2009-08-06T04:29:54	36
2009-08-06T04:29:56	35.9
2009-08-06T04:29:57	36
2009-08-06T04:30:00	35.9
2009-08-06T04:30:06	36
2009-08-06T04:30:16	35.9
2009-08-06T04:30:18	36
2009-08-06T04:30:20	35.9
2009-08-06T04:30:24	36
2009-08-06T04:30:26	35.9
2009-08-06T04:30:29	36
2009-08-06T04:30:33	35.9
2009-08-06T04:30:42	36
2009-08-06T04:30:43	35.9
2009-08-06T04:30:49	36
2009-08-06T04:30:51	35.9
2009-08-06T04:30:56	36
2009-08-06T04:31:02	35.9
2009-08-06T04:31:05	36
2009-08-06T04:31:06	35.9
2009-08-06T04:31:08	36
2009-08-06T04:31:10	35.9
2009-08-06T04:31:12	36
2009-08-06T04:31:13	35.9
2009-08-06T04:31:20	36
2009-08-06T04:31:22	35.9
2009-08-06T04:31:37	36
2009-08-06T04:31:39	35.9
2009-08-06T04:32:16	36
2009-08-06T04:32:17	35.9
2009-08-06T04:36:49	36
2009-08-06T04:36:51	35.9
2009-08-06T04:39:03	36
2009-08-06T04:39:05	35.9
2009-08-06T04:39:07	36
2009-08-06T04:39:09	35.9
2009-08-06T04:39:20	36
2009-08-06T04:39:26	35.9
2009-08-06T04:39:29	36
2009-08-06T04:39:32	35.9
2009-08-06T04:39:39	36
2009-08-06T04:39:49	35.9
2009-08-06T04:39:50	36
2009-08-06T04:39:55	35.9
2009-08-06T04:39:57	36
2009-08-06T04:40:08	35.9
2009-08-06T04:40:10	36
2009-08-06T04:41:23	35.9
2009-08-06T04:41:25	36
2009-08-06T04:41:38	35.9
2009-08-06T04:41:41	36
2009-08-06T04:41:52	35.9
2009-08-06T04:41:53	36
2009-08-06T04:42:04	35.9
2009-08-06T04:42:06	36
2009-08-06T04:42:11	35.9
2009-08-06T04:42:13	36
2009-08-06T04:42:14	35.9
2009-08-06T04:42:24	36
2009-08-06T04:42:29	35.9
2009-08-06T04:42:32	36
2009-08-06T04:42:37	35.9
2009-08-06T04:42:38	36
2009-08-06T04:42:39	35.9
2009-08-06T04:42:41	36
2009-08-06T04:42:47	35.9
2009-08-06T04:42:52	36
2009-08-06T04:42:55	35.9
2009-08-06T04:42:58	36
2009-08-06T04:43:00	35.9
2009-08-06T04:43:05	36
2009-08-06T04:43:07	35.9
2009-08-06T04:43:08	36
2009-08-06T04:43:11	35.9
2009-08-06T04:43:14	36
2009-08-06T04:43:25	35.9
2009-08-06T04:43:26	36
2009-08-06T04:43:28	35.9
2009-08-06T04:43:30	36
2009-08-06T04:43:36	35.9
2009-08-06T04:43:39	36
2009-08-06T04:43:40	35.9
2009-08-06T04:43:43	36
2009-08-06T04:43:47	35.9
2009-08-06T04:43:50	36
2009-08-06T04:43:57	35.9
2009-08-06T04:43:58	36
2009-08-06T04:47:51	35.9
2009-08-06T04:47:53	36
2009-08-06T04:48:38	35.9
2009-08-06T04:48:41	36
